(Child) ASIN,Title,SKU,Sessions - Total,Page Views - Total,Featured Offer (Buy Box) Percentage,Units Ordered,Units Ordered - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B09CCZYS5M,"P&J Trading - Sand Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100SNDFBA,82,98,1,13,1,245.97,18.57,11,1
B09CD2QGYD,"P&J Trading - Warm Rustic Woods Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100WRWFBA,150,178,1,37,2,700.39,37.14,36,2
B09CD3SPBV,"P&J Trading - Redwood Forest Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30REFSL,58,67,0.9559,16,0,143.84,0,16,0
B09CD3V2SK,"P&J Trading - Warm Rustic Woods Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30WRWSL,55,67,1,13,0,116.87,0,12,0
B09CD4MHHC,P&J Trading Fragrance Oil for Diffusers for Home - Redwood Forest 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10REF,24,28,1,5,0,24.95,0,5,0
B09CD7TMB9,P&J Trading Fragrance Oil for Diffusers for Home - Old Books 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10OLB,56,67,0.9836,9,0,44.91,0,9,0
B09CD83QJG,P&J Trading Fragrance Oil for Diffusers for Home - Salty Sea 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10SSE,15,20,0.1111,1,0,4.99,0,1,0
B09CD864MT,"P&J Trading Fragrance | Mountain Air Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30MOASL,43,49,0.9796,16,1,143.66,8.81,16,1
B09CDB355Y,"P&J Trading - Champagne Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100CHAFBA,121,148,1,34,6,642.4,111.8,30,6
B0BT6TL5CL,"P&J Trading Fragrance Oil Baby Shower Set | Fresh Peaches & Cream, Green Tea, Magnolia, Honeydew, Vanilla Bean Candle Scents for Candle Making, Soap Making Supplies",FR10BHSFBA,111,133,0.986,2,0,33.98,0,2,0
B0BTMWNXQH,P&J Trading Fragrance Oil for Diffusers for Home - Strawberry Lemonade 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10STL,27,35,1,4,0,19.96,0,4,0
B0BTMX7718,"P&J Trading - Strawberry Lemonade Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30STLSL,104,123,0.9915,22,1,197.6,8.81,22,1
B0BTMXCRHF,"P&J Trading - Baby Fresh Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100BAFFBA,312,405,0.9945,69,4,1306.03,74.28,67,4
B0BTMXH61S,"P&J Trading - Hot Fudge Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30HOFSL,33,40,1,3,0,26.97,0,3,0
B0BTMXQWBB,P&J Trading Fragrance Oil for Diffusers for Home - Baby Fresh 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10BAF,21,28,1,6,0,29.94,0,6,0
B0BTMXV7MX,"P&J Trading - Baby Fresh Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30BAFSL,359,395,0.9923,49,1,438.5,6.98,49,1
B0BTMXVTJW,"P&J Trading - Cake Batter Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100CAB,588,750,0.9971,1,0,18.95,0,1,0
B0BTMXVTJW,"P&J Trading - Cake Batter Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100CABFBA,588,750,0.9971,108,15,2021.95,278.55,104,14
B0BTMYBRQQ,P&J Trading Fragrance Oil for Diffusers for Home - Cake Batter 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10CAB,59,72,0.9853,8,0,39.92,0,8,0
B0BTMYL28W,"P&J Trading - Strawberry Lemonade Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100STLFBA,124,145,0.9856,39,9,729.95,167.13,38,8
B0BTMYLGVX,P&J Trading Fragrance Oil for Diffusers for Home - Hot Fudge 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10HOF,6,7,1,2,0,9.98,0,2,0
B0BTMZ1TV9,"P&J Trading - Hot Fudge Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100HOFFBA,61,73,0.9857,13,0,246.35,0,9,0
B0BTMZ2RZ8,"P&J Trading - Cake Batter Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30CABSL,78,102,1,29,4,259.99,35.24,27,4
B0FHZ5L2GS,"P&J Trading Fragrance Oil - Honeysuckle Vine - Scents for Candle Making, Soap Making Supplies, Diffuser Oil Scents - 10ml / 0.34 fl oz",FR10HSV,16,18,1,3,0,14.97,0,3,0
B0FJ31D67P,"P&J Trading Fragrance Oil - Honeysuckle Vine - Scents for Candle Making, Soap Making Supplies, Diffuser Oil Scents - 100ml / 3.38 fl oz.",FR100HSVFBA,28,37,1,14,0,265.86,0,14,0
B0FJ3M1JRR,"P&J Trading Fragrance Oil - Honeysuckle Vine - Scents for Candle Making, Soap Making Supplies, Diffuser Oil Scents - 30ml / 1.01 fl oz.",FR30HSVFBA,159,214,1,53,2,476.11,17.62,52,2
B0H1DRL1JC,"P&J Trading Car Trio Set of 3 - New Car, Leather & Forest Pine - Premium Concentrated Trio Set for Car Freshies, Candle Making, Diffusers, Soap Making & DIY Crafts - USA Made, 10 ML",ST-3-FR10CAR,15,20,0.3636,1,1,12.73,12.73,1,1
B0H1DY59GH,"P&J Trading Car Trio Set of 3 - New Car, Leather & Forest Pine - Premium Concentrated Trio Set for Car Freshies, Candle Making, Diffusers, Soap Making & DIY Crafts - USA Made, 30 ML",ST-3-FR30CAR,14,20,0.15,1,1,24.49,24.49,1,1
